Channel,Date,Message
Yeouido_Lab,2025-07-31 01:02:38,"**✅ 셀비온(+6.49%)**  ❗️ 194일 최고가  돌파를 이어가는 중  거래대금 : 21억 시가총액 : 3,557억 - 현재가 : 29,550원 (2025-07-31 10:01기준)"
Yeouido_Lab,2025-07-31 00:56:51,"진짜 한국 기관 특,,, 셀온밖에 모르는,,,"
Yeouido_Lab,2025-07-31 00:44:49,**#원자력**** ****#텍사스주**** ****#미국**** ****#한국**  https://www.theguru.co.kr/news/article.html?no=89986
Yeouido_Lab,2025-07-31 00:31:49,스트릿이 얼마였길래 셀온이 이렇게 나옴?
Yeouido_Lab,2025-07-31 00:27:03,트럼프 대통령이 자기네 사람 임명한 후에 이제 인준된 것 같네요
Yeouido_Lab,2025-07-31 00:27:03,**#원자력**** ****#NRC**** ****#미국**
Yeouido_Lab,2025-07-31 00:26:40,"제목 : [관세타결] 외신 ""한미 무역협상, 양국 경제 부담 우려""                                                                                 *연합인포* [관세타결] 외신 ""한미 무역협상, 양국 경제 부담 우려""       (서울=연합인포맥스) 김지연 기자 = 한국과 미국 무역 협상이 타결된 가운데 주요 외신들은 양국의 경제 부담이 커질 것을 우려했다.     30일(현지시간) 도널드 트럼프 미국 대통령은 자신의 소셜네트워크서비스(SNS)에 ""한국과 15%의 관세에 합의했다""고 밝혔다.     한국은 미국에 3천500억달러를 투자하기로 했으며, 1천억달러 규모의 액화천연가스(LNG) 등의 에너지를 구매하기로 했다.     CNN은 한국이 합의한 관세 15%가 지난 4월 트럼프 대통령이 위협했던 25%에서 낮아진 것이지만, 여전히 높은 수준이며 경제에 부담이 될수 있다고 우려했다.     매체는 ""한국과의 새로운 관세 15%는 여전히 그간 한국과 여러 국가가 지난 4월 이후 부담해오던 10% 관세보다 높아진 수준""이라고 평가했다.     이어 지난 1분기 한국 국내총생산(GDP)은 전기 대비 0.2% 감소하며 역성장했음을 상기시키며 ""트럼프의 관세는 현재 수준에서도 이미 한국 경제에 부담이 되고 있다""고 우려했다.     다만, 트럼프 대통령이 브라질에 40~50%의 관세를 부과하겠다고 위협하는 것을 예로 들며 한국 입장에서는 어쩔 수 없는 선택이었음을 시사했다.     매체는 현재 미국 무역 상대국들이 딜레마에 빠져 있다며 ""8월 1일 이후 관세에서의 '최악의 범죄자' 목록에서 빠지기 위해 트럼프에게 (관세를) 양보하거나 아니면 지금 버티고, 향후 재앙적인 수입 의무를 부담할 수밖에 없는 상황""이라고 지적했다.     그러면서 ""지난 몇 달간 관세가 트럼프 2기 정부 이전으로 돌아가기 힘들다는 것을 깨달았고, 아마도 향후 관세가 지금 수준으로 돌아오기도 힘들 것 같다""고 예상했다.     CBS 뉴스도 한국뿐만 아니라 일본 등 국가들이 합의한 관세 15%가 과거보다 높아졌다는 점에 주목했다.     매체는 ""한국은 가장 최근에 트럼프 대통령이 언급한 8월 1일 이전 무역 협상을 타결한 국가""라며 한국을 포함한 여러 국가는 4월 이후 10%의 관세를 내고 있었던 것에 비해 높은 관세를 물게 됐다고 언급했다.     매체는 트럼프 대통령의 말과 달리 ""많은 경제학자가 관세가 인플레이션을 자극하고, 경제 성장을 둔화시킬 것으로 예측했다""고 지적하며 향후 미국 경제에 부담이 될 것을 우려했다.     또 ""트럼프 대통령의 초반 관세 관련 발언들이 금융시장에 큰 타격을 줬다""고도 상기시켰다.     예일대 정책연구소 예일 버짓 랩에 따르면 2023년 미국 수입품들의 평균 관세는 2.5%에 불과했다. 트럼프 대통령은 최근 대부분의 미국수입품은 기본 15~20%의 관세를 물게 될 것이라고 언급했다.     한국은 미국의 7번째로 큰 무역상대국이다.     미 상무부에 따르면 지난해 기준 한국의 대미 수출은 1천320억달러다. 반면 미국의 한국 수출은 660억달러에 불과했다.     jykim@yna.co.kr   <저작권자 (c) 연합인포맥스, 무단전재 및 재배포 금지, AI 학습 및 활용 금지>"
Yeouido_Lab,2025-07-31 00:24:53,"📌 한화에어로스페이스(시가총액: 50조 5,321억) 📁 연결재무제표기준영업(잠정)실적(공정공시) 2025.07.31 09:22:26 (현재가 : 980,000원, 0%)  매출액 : 62,735억(예상치 : 65,536억/ -4%) 영업익 : 8,644억(예상치 : 7,241억/ +19%) 순이익 : 2,006억(예상치 : 4,743억/ -58%)  **최근 실적 추이** 매출/영업익/순익/예상대비 OP 2025.2Q 62,735억/ 8,644억/ 2,006억/ +19% 2025.1Q 54,842억/ 5,607억/ 2,093억/ +11% 2024.4Q 48,250억/ 8,997억/ 20,590억/ +62% 2024.3Q 26,312억/ 4,772억/ 3,183억/ +28% 2024.2Q 27,860억/ 3,588억/ 1,599억/ +66%   공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250731800047 회사정보: https://finance.naver.com/item/main.nhn?code=012450"
Yeouido_Lab,2025-07-31 00:10:39,NXT때와는 좀 다른 시장 분위기
Yeouido_Lab,2025-07-30 23:43:44,메르님.  https://blog.naver.com/ranto28/223953287682
Yeouido_Lab,2025-07-30 23:42:51,"**에이비엘바이오, PD-L1 및 4-1BB 이중항체 ABL503 미국 및 캐나다 특허 결정 ****https://www.pharmnews.com/news/articleView.html?idxno=262296**"
Yeouido_Lab,2025-07-30 23:33:37,"2025.07.31 08:18:23 기업명: 삼성전기(시가총액: 11조 3,460억) 보고서명: 연결재무제표기준영업(잠정)실적(공정공시)  매출액 : 27,846억(예상치 : 26,906억+/ 3%) 영업익 : 2,130억(예상치 : 2,050억/ +4%) 순이익 : 1,297억(예상치 : 1,754억/ -26%)  **최근 실적 추이** 2025.2Q 27,846억/ 2,130억/ 1,297억 2025.1Q 27,386억/ 2,006억/ 1,416억 2024.4Q 24,923억/ 1,150억/ 2,112억 2024.3Q 26,153억/ 2,249억/ 1,242억 2024.2Q 25,801억/ 2,081억/ 1,814억  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250731800024 회사정보: https://finance.naver.com/item/main.nhn?code=009150"
Yeouido_Lab,2025-07-30 23:09:41,https://n.news.naver.com/mnews/article/656/0000142220?rc=N&ntype=RANKING&sid=001
Yeouido_Lab,2025-07-30 22:54:21,"[속보] 李대통령 ""3500억달러 투자 중 1500억 조선협력 전용 펀드"" https://n.news.naver.com/mnews/article/015/0005164923?rc=N&ntype=RANKING&sid=001"
Yeouido_Lab,2025-07-30 22:53:50,https://n.news.naver.com/mnews/article/018/0006077615
Yeouido_Lab,2025-07-30 22:20:05,"⚡️⚡️⚡️⚡️⚡️⚡️ ⚡️⚡️⚡️⚡️⚡️⚡️ 저는 미국이 대한민국과 완전하고 포괄적인 무역 협정을 체결했음을 기쁘게 발표합니다. 이 협정에 따라 한국은 미국이 소유하고 통제하며 제가 대통령으로서 선정한 투자에 대해 3,500억 달러를 미국에 제공할 것입니다. 또한, 한국은 1,000억 달러 상당의 LNG 또는 기타 에너지 제품을 구매할 것이며, 더 나아가 투자 목적으로 상당한 금액을 투자하기로 합의했습니다.   이 금액은 한국 대통령 이재명이 양자 회담을 위해 백악관을 방문하는 다음 2주 내에 발표될 예정입니다. 저는 또한 새 대통령의 선거 성공을 축하하고 싶습니다. 한국은 미국과의 무역에 완전히 개방할 것이며, 자동차, 트럭, 농산물 등 미국산 제품을 수용하기로 합의했습니다.  한국에 대한 관세는 15%로 합의되었으며, 미국에는 관세가 부과되지 않습니다. 오늘 참석한 무역 대표들에게 감사드리며, 그들의 나라의 위대한 성공에 대해 이야기할 수 있어 영광이었습니다!"
Yeouido_Lab,2025-07-30 22:20:00,"**[속보]트럼프 ""한국과 무역협정 합의"" ****https://n.news.naver.com/mnews/article/003/0013394994?rc=N&ntype=RANKING&sid=001**"
Yeouido_Lab,2025-07-30 14:28:05,"최초의 지방간염 치료제를 개발한 Madrigal Pharma가 중국기업인 CSPS Pharma와 GLP-1 수용체 작용제 계열 신약 후보물질에 대한 전 세계 독점 라이선스 계약 체결 (또 중국-미국 기업 라이선스계약이네요) 계약 총 규모: 최대 $2 billion  **CSPC의 GLP-1 수용체 작용제 시리즈 3종 도입** 주사제형 GLP-1R agonist 경구제형 GLP-1R agonist 경구제형 GIP/GLP-1 듀얼 작용제 👉현재 모두 전임상 단계이며 Madrigal은 이 중 가장 유망한 후보를 간질환 적응증(MASH)에 병용 요법으로 개발할 계획  Madrigal은 누구세요? 마드리갈은 2024년 3월 최초로 대사이상 지방간염 치료제 FDA 승인(가속승인)을 받은 기업으로 현재 단독요법으로 사용중이나 GLP-1의 장점들까지 접목시킬 수 있다면 엄청날 수 있을 것.  정식승인 확증 3상은 2027년 발표 예정으로 중증 환자들까지 적응증 확대 기대 중.   체중 감소, 인슐린 저항성 개선, 간지방 감소 등의 효과를 Rezdiffra(RESMETIROM, 지방간염 치료제)에 보완.  관련 기사: https://www.fiercebiotech.com/biotech/madrigal-pens-2b-pact-cspcs-preclinical-glp-1-eye-rezdiffra-mash-pairing"
Yeouido_Lab,2025-07-30 13:17:05,"*MADRIGAL TO COMBO REZDIFFRA WITH ORAL GLP-1, SYH2086  *MADRIGAL: CSPC ELGIBLE FOR UP TO $2B IN MILESTONE PAYMENTS  *MADRIGAL PAYS $120M UPFRONT TO LICENSE ORAL GLP-1 FROM CSPC  *MADRIGAL ENTERS DEAL WITH CSPC PHARMA FOR ORAL GLP-1 AGONIST"
Yeouido_Lab,2025-07-30 06:39:02,"2025.07.30 15:35:59 기업명: 엘앤에프(시가총액: 2조 6,148억) 보고서명: 연결재무제표기준영업(잠정)실적(공정공시)  매출액 : 5,201억(예상치 : 5,614억/ -7%) 영업익 : -1,212억(예상치 : -637억/ -90%) 순이익 : -1,119억(예상치 : -597억/ -87%)  **최근 실적 추이** 2025.2Q 5,201억/ -1,212억/ -1,119억 2025.1Q 3,648억/ -1,403억/ -1,112억 2024.4Q 3,653억/ -1,982억/ -1,177억 2024.3Q 3,516억/ -724억/ -770억 2024.2Q 5,548억/ -842억/ -744억  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250730800390 회사정보: https://finance.naver.com/item/main.nhn?code=066970"
Yeouido_Lab,2025-07-30 05:35:23,오는중
Yeouido_Lab,2025-07-30 05:33:45,여행 언제 가주시는지...
Yeouido_Lab,2025-07-30 05:33:00,지수는 신고가 ADR은 80대.  부익부 빈익빈의 시대.
Yeouido_Lab,2025-07-30 05:15:47,"**미국과 캐나다, 핵에너지 리더십 확보 위해 관계 강화**  북미 지도자들과 에너지 임원들은 핵 에너지에 대한 새로운 추진을 위해 국경 간 협력을 심화하고 있으며, 미국과 캐나다를 글로벌 에너지 안보에 있어 전략적 파트너로 자리매김하고 있습니다.  새스커툰에서 열린 중서부 입법 회의 에서 양국 참석자들은 특히 지정학적 경쟁이 심화되는 가운데, 증가하는 전력 수요에 대한 깨끗하고 신뢰할 수 있는 솔루션으로서 핵 에너지의 중요성을 강조했습니다.  웨스팅하우스 캐나다의 존 고먼 사장은 ""캐나다와 미국이 경제적 이익과 안보적 이익을 위해 이처럼 놀라운 협력과 조율을 한다면, 우리는 전 세계를 지배할 수 있을 것입니다.""라고 말했습니다.  고먼은 미국이 현재 원자로 운영에서 선두를 유지하고 있지만, 중국과 같은 국가의 개발 속도에 따라 그 지위가 위협받을 수 있다고 지적했습니다.  https://globalnews.ca/news/11310306/u-s-and-canada-strengthen-ties-in-push-nuclear-leadership/"
Yeouido_Lab,2025-07-30 04:31:15,https://blog.naver.com/alteking/223951392305
Yeouido_Lab,2025-07-30 04:26:40,"**케어젠, GLP-1 펩타이드 ‘코글루타이드’ 인도등록 완료** https://www.businesskorea.co.kr/news/articleView.html?idxno=248394"
Yeouido_Lab,2025-07-30 01:55:06,"**#원자력**** ****#SMR**** ****#프랑스****  <프랑스, 원자력 르네상스 본격화…“EPR2 중심 대규모 확장 중”>**  프랑스, 2050년까지 EPR2 원전 14기 건설 계획 추진 중  사용후핵연료 재활용(MOX), SMR 개발, 수명연장 등 4대 전략 병행  프랑스 원자력학회(Sfen) “산업 전반 활력 회복 중…차세대 건설·기술 혁신 병행 중”  현 정부, 900MW·1300MW 원전 수명 40년 연장 승인…MOX 재처리 시설도 재정비 예정  EPR2 건설은 공청회 완료…국가 차원의 자금조달 협상도 본격 착수  유럽연합과 무이자 국가지원 대출 및 CfD(차액계약제도) 협의 중  CfD 예상 단가는 100유로/MWh 미만…EDF의 수익 안정성 보장 목적  과거 플라망빌 EPR3 프로젝트는 CfD 없이 추진…예산 3.3→13.2억 유로로 급등  프랑스는 매년 1만명 규모 신규 인력 필요…산업재건 위해 대규모 채용·기술역량 제고 병행 추진  향후 SMR 개발·해외 수출 가능성도 고려…원자력 기술 경쟁력 강화 시도  프랑스는 대형 원전(EPR2) 중심의 재건 전략을 본격 추진 중이며, 유럽 내에서 가장 체계적인 확장 정책  MOX 재처리 및 폐연료 재활용을 통한 ‘폐쇄형 연료주기’ 강화로 에너지 안보도 병행  CfD 기반의 안정적 수익구조 확보 시, 타 유럽국 원전 재건에도 긍정적 파급효과 기대  SMR·MOX 기술 등은 향후 한국 등 해외 협력·수출 모델로 활용 가능성 있음  https://buly.kr/EooLKY0"
Yeouido_Lab,2025-07-30 00:49:50,"오전에 일정도 좀 있었고, 노보 관련 다른 채널에서 언급이 많아서 안올릴까 하다가 CEO 변동 관점에서는 애기가 별로 없는 것 같아서 정리하였습니다.   [키움 허혜민] 노보, 매출 및 이익 전망 하향 조정. 신입 CEO 임명  - 2025년 매출 가이던스도 기존 13~21%에서 8%~14%로 하향 조정. 영업이익도 이전의 16%~24%에서 10~16% 대폭 하향   노보의 전일 주가가 -23.11% 하락 마감했는데, **가이던스 하향 뿐만 아니라 CEO 교체도 투자심리에 영향**을 준 것 같네요.   - 주 요인: **미국내 위고비 성장 둔화**와 특정 국제 시장에서 **예상보다 낮은 위고비 침투율**  - 새로운 CEO로 해외사업 부문 부사장이었던 Maziar Mike Doustdar를 임명  지난 5월 요르겐센이 갑작스럽게 사임 발표 후, 나온 결정인데, 업계에서는 **노보가 치열한 GLP-1 경쟁에 뒤처지는 것은 회사의 신중한 기업 문화 **때문이라고 분석하고 있어서..   사실 미국 시장에 정통한 외부 인사가 CEO가 될 것으로 예상했었음.   https://www.fiercepharma.com/pharma/novo-nordisk-names-new-ceo-obesity-drugmaker-cuts-sales-profit-outlook  과연 30년 넘게 노보에 있던 CEO가 공격적인 행보와 혁신을 이끌 수 있을지.. 지켜볼 일입니다.   관련해서 최고과학책임자(CSO)와 최고전략책임자(CSO)가 변동됩니다. 노보와 논의 중인 회사들에도 변화가 있겠네요."
Yeouido_Lab,2025-07-30 00:11:14,"2025.07.30 09:08:45 기업명: LG에너지솔루션(시가총액: 90조 6,750억) 보고서명: 단일판매ㆍ공급계약체결  계약상대 : -  계약내용 : ( 기타 판매ㆍ공급계약 ) LFP 배터리 공급계약  공급지역 : 해외 지역  계약금액 : 59,442억  계약시작 : 2027-08-01 계약종료 : 2030-07-31 계약기간 : 3년  매출대비 : 23.2%  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250730800046 최근계약 : https://www.awakeplus.co.kr/board/contract/373220 회사정보: https://finance.naver.com/item/main.nhn?code=373220"
Yeouido_Lab,2025-07-29 23:26:04,"**JPMorgan: 폴더블 아이폰, 2026년 9월 출시 예정**  JPMorgan에 따르면, **애플은 2026년 9월에 처음으로 폴더블 아이폰을 출시할 예정이며, 이는 아이폰 18 라인업의 일부**가 될 전망이다.  JPMorgan은 투자자들에게 보낸 시장 조사 노트에서, **애플이 내년에 폴더블 기기를 출시할 것이라는 점점 더 신빙성이 높아지고 있는 루머를 지지했다.** 2025년 하반기에 출시될 아이폰 17 시리즈는 혁신이 적을 것으로 예상되며, 이로 인해 투자자들의 관심은 2026년 출시 모델로 이동하고 있다고 설명했다.  **첫 폴더블 아이폰은 가격이 1,999달러로 책정될 것으로 보이며, 이는 애플에게 650억 달러 규모의 시장 기회를 창출할 수 있고,** 중기적으로 한 자릿수 중반대의 주당순이익(EPS) 증가 효과를 가져올 것으로 예상된다.** JPMorgan은 폴더블 아이폰이 2027년에는 천만 대 초반대의 판매를 시작해, 2028년까지 약 4,500만 대의 판매량에 도달할 것으로 전망**했다. 2025년 기준 **전체 폴더블 스마트폰 시장은 약 1,900만 대 수준으로, 애플의 진입은 시장에 상당한 영향력을 미칠 것**으로 보인다.  **루머에 따르면 애플의 첫 폴더블 아이폰은 다음과 같은 사양을 갖출 것으로 예상된다:**  **책처럼 안으로 접히는 인폴딩 방식의 7.8인치 디스플레이 ** **주름(크리즈)이 거의 없는 화면 구조**  5.5인치 외부 디스플레이  티타늄 프레임 섀시  **Liquid Metal로 제작된 고내구성 힌지**  후면 듀얼 카메라  Face ID 대신 Touch ID 탑재  https://www.macrumors.com/2025/07/29/foldable-iphone-to-launch-in-september-2026/"
Yeouido_Lab,2025-07-29 23:18:17,https://blog.naver.com/jsi4914/223951965939
Yeouido_Lab,2025-07-29 23:16:24,"[메리츠증권 전기전자/IT부품 양승수]  두산(353200) NDR 후기: 수요·실적 모두 견조, 과도한 우려는 기회 요인  안녕하세요 메리츠증권 전기전자/IT 부품 담당 양승수 연구원입니다   7월 28~29일 진행한 두산 NDR에 대한 간략한 후기 공유드립니다   실적 발표 후 하반기 감익 가능성 + 북미 N사로부터의 CR 압박 등 여러 노이즈가 있었던거 같은데요   NDR에서 회사측은 이런 내용을 전부 부인했다는 점을 강조드립니다   하반기 및 내년에도 N사향 고수익 구조가 유지될 것으로 보이며, 반도체 및 FCCL 등 주요 하이엔드 전방 산업의 추가적인 수요 회복도 기대됩니다   최근 시장의 주목도가 높은 ASIC향 신규 매출이 가시화되고 있으며, 현재 품질 인증을 통과 양산을 앞둔 단계로 파악됩니다  또한, 최근 발표한 네트워크용 CCL 증설을 통해 중장기 성장 가시성 역시 확보된 점도 긍정적입니다   저희는 지속적으로 AI 시대에서 전자BG의 기업가치가 글로벌 Peer 대비 현저히 저평가되어 있다고 보고 있습니다   자세한 내용은 리포트 참조 부탁드립니다    감사합니다   https://vo.la/gvDvVLi (링크)   *동 자료는 Compliance 규정을 준수하여 사전 공표된 자료이며, 고객의 증권투자결과에 대한 법적 책임소재의 증빙자료로 사용될 수 없습니다."
Yeouido_Lab,2025-07-29 12:03:48,"제목 : 노보 노디스크(NVO), 가이던스 하향 조정하며 급락                                                                                      *연합인포맥스* 노보 노디스크는 ‘25년 실적 가이던스를 다음과 같이 발표했다.   ▲ 매출 증가율 가이던스를 기존 13~21%에서 8~14%로 하향 조정했다.   ▲ EBIT 증가율 가이던스를 기존 16~24%에서 10~16%로 하향 조정했다.   경영진은 미국 시장에서의 오젬픽(Ozempic) 매출 증가율 전망치를 하향 조정한 점, 글로벌 주요 시장에서 위고비(Wegovy)의 침투율이 기대만큼 빠르게 확대되지 못하고 있는 점을 가이던스 하향의 근거로 설명했다.   특히 미국 위고비 판매 상황에 대해서는 GLP-1 의약품 시장 성장세가 예상에 비해 느리다고 설명했으며, 조제의약품 판매가 계속되는 등 경쟁심화가 나타나고 있다고 언급했다.   이러한 가이던스 하향으로 인해 프리마켓에서 노보 노디스크 주가는 25% 이상 급락하고 있으며, 경쟁사인 ▲ 일라이 릴리(LLY) 주가도 3.2%하락 중이다."
Yeouido_Lab,2025-07-29 10:53:22,조선 이어 AI칩까지 제조동맹…삼성 테일러공장 추가 투자 가능성 https://n.news.naver.com/article/011/0004514958?sid=101
Yeouido_Lab,2025-07-29 07:55:59,"2025.07.29 16:54:17 기업명: 올릭스(시가총액: 9,217억) 보고서명: 전환청구권행사  청구주식 : 400,986주 시총대비 : 2.03%  (주가 : 93)  * 상장일 및 수량 2025-08-14 : 270,834주(전환가 : 16,283원) 2025-04-16 : 73,696주(전환가 : 16,283원) 2025-04-10 : 56,456주(전환가 : 16,283원)  공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250729900465 회사정보: https://finance.naver.com/item/main.nhn?code=226950"
